customer_id,name,email,join_date,region,loyalty_score
C13093,Kimberly Bates,kimberly.bates@hotmail.com,2024-06-17,Idaho,0.322
C13094,Andrew Hicks,andrew_hicks@hotmail.com,2024-09-10,Virginia,0.547
C13095,Joseph Robles,joseph_robles@yahoo.com,2024-09-21,Indiana,0.642
C13096,Mark Barajas Jr.,mark44@icloud.com,2024-06-10,New Mexico,0.233
C13097,Karen Taylor MD,,2024-08-14,California,0.494
C13098,Ronald Dickerson,ronald79@gmail.com,2024-03-03,Virginia,0.281
C13099,Ronnie Martin,,2024-06-04,Michigan,0.365
C13100,Patrick Quinn,,2024-08-12,Oregon,0.151
C13101,Michael Dalton,mdalton@hotmail.com,2024-11-19,Rhode Island,0.66
C13102,Tina Simmons,tina.simmons@icloud.com,2024-03-26,Hawaii,0.013
C13103,Matthew Diaz,matthew.diaz@hotmail.com,2024-04-07,Arizona,0.626
C13104,Amy Rivera,amy.rivera@gmail.com,2024-11-26,Oklahoma,0.522
C13105,David Galvan,david.galvan@outlook.com,2024-06-13,North Carolina,0.322
C13106,Jonathan Lam,jonathan_lam@icloud.com,2024-08-15,Colorado,0.3
C13107,Brett Sherman,brett58@hotmail.com,2024-11-11,Indiana,0.397
C13108,Brittany Ramirez,bramirez@icloud.com,2024-06-15,New Hampshire,0.527
C13109,Lisa Craig,lisa.craig@gmail.com,2024-07-30,South Carolina,0.105
C13110,Tammy James,tammy30@yahoo.com,2024-08-25,New York,0.072
C13111,Stephen Farley,stephen_farley@gmail.com,2024-05-20,North Dakota,0.149
C13112,Linda Jones,linda89@icloud.com,2024-02-20,Delaware,0.411
C13113,Jaclyn Adams,jaclyn52@yahoo.com,2024-01-21,Nevada,0.199
C13114,Mitchell Barajas,mitchell.barajas@outlook.com,2024-02-07,Washington,0.097
C13115,Robert Davis,rdavis@gmail.com,2024-09-22,New York,0.618
C13116,Gina Grant,gina_grant@icloud.com,2024-08-03,New York,0.362
C13117,Christian Larson,christian.larson@hotmail.com,2024-10-19,Rhode Island,0.292
C13118,David Clark,,2024-12-26,Mississippi,0.539
C13119,Angela Brown,angela.brown@hotmail.com,2024-10-24,Wisconsin,0.288
C13120,Emma Williams,emma81@outlook.com,2024-08-16,New Hampshire,0.412
C13121,Mariah Sellers,mariah13@outlook.com,2024-02-06,Missouri,0.267
C13122,Tracy Johnson,tracy.johnson@outlook.com,2024-07-21,New Mexico,0.343
C13123,Robin Hill,robin.hill@hotmail.com,2024-09-23,Hawaii,0.138
C13124,Courtney House,chouse@yahoo.com,2024-09-19,New Hampshire,0.043
C13125,Scott Weaver,scott.weaver@icloud.com,2024-08-10,Mississippi,0.391
C13126,Matthew Brown,matthew24@outlook.com,2024-08-30,Illinois,0.249
C13127,Steven Smith,,2024-05-27,Maryland,0.346
C13128,Julie Clayton,julie.clayton@yahoo.com,2024-09-18,Idaho,0.637
C13129,Lee Collins,lee48@hotmail.com,2024-11-30,Missouri,0.178
C13130,Daniel Adams,daniel_adams@outlook.com,2024-04-13,North Dakota,0.444
C13131,Sarah Green,sarah.green@hotmail.com,2024-02-15,South Dakota,0.091
C13132,Mrs. Shari Valdez DDS,,2024-12-16,Michigan,0.362
C13133,Michael Joseph,,2024-06-23,Hawaii,0.245
C13134,Dalton Harper,dharper@yahoo.com,2024-02-19,Colorado,0.141
C13135,Andrew Moore,andrew.moore@gmail.com,2024-11-23,Minnesota,0.102
C13136,Danielle Jones,,2024-12-23,West Virginia,0.28
C13137,Jeffrey Russell,jrussell@yahoo.com,2024-04-21,Kentucky,0.076
C13138,Stacy Hodge,stacy_hodge@icloud.com,2024-07-30,Utah,0.543
C13139,Elizabeth Waters,,2024-02-24,Hawaii,0.361
C13140,Jessica Barajas,jbarajas@gmail.com,2024-10-14,North Carolina,0.625
C13141,Laura Mills,,2024-09-20,Indiana,0.331
C13142,Steven Bullock,sbullock@yahoo.com,2024-03-28,Alaska,0.478
C13143,Sherri Smith,ssmith@gmail.com,2024-01-30,South Carolina,0.411
C13144,Daniel Frank,,2024-06-01,Maryland,0.361
C13145,Dan Johns,dan63@outlook.com,2024-01-29,New York,0.301
C13146,Elizabeth Armstrong,elizabeth_armstrong@hotmail.com,2024-03-16,Minnesota,0.283
C13147,Joseph Moore,joseph_moore@gmail.com,2024-05-09,Iowa,0.328
C13148,Shawn Williams,,2024-10-30,Kentucky,0.278
C13149,Jason Hernandez,jhernandez@icloud.com,2024-09-22,Ohio,0.176
C13150,Laura Wall,,2024-11-06,Delaware,0.225
C13151,Lisa Jones,lisa.jones@outlook.com,2024-02-15,Virginia,0.385
C13152,Diane Clark,diane_clark@outlook.com,2024-10-12,Illinois,0.571
C13153,Jeremy Lee,jeremy77@outlook.com,2024-05-29,North Dakota,0.164
C13154,Philip Garcia,pgarcia@hotmail.com,2024-11-20,Montana,0.331
C13155,Thomas Butler,tbutler@gmail.com,2024-01-03,Massachusetts,0.42
C13156,Timothy Gilbert,timothy.gilbert@gmail.com,2024-05-12,North Carolina,0.219
C13157,Megan Gonzalez,,2024-05-14,North Carolina,0.038
C13158,William Ball Jr.,william64@yahoo.com,2024-10-18,Texas,0.407
C13159,Kimberly Bennett,kimberly_bennett@yahoo.com,2024-10-22,North Dakota,0.344
C13160,Anthony Rivera,anthony36@outlook.com,2024-09-14,Delaware,0.313
C13161,Andrew Mccarty,andrew_mccarty@gmail.com,2024-04-23,Louisiana,0.147
C13162,Bryan Fuentes,bryan.fuentes@outlook.com,2024-06-01,Washington,0.502
C13163,Bradley Chen,,2024-09-08,Wyoming,0.087
C13164,Alicia Sanford,,2024-05-12,New Jersey,0.467
C13165,Kaitlyn Ballard,kaitlyn_ballard@hotmail.com,2024-11-24,Alabama,0.132
C13166,Phillip Williams,pwilliams@icloud.com,2024-02-07,Delaware,0.529
C13167,Heather Harris,hharris@outlook.com,2024-08-25,Vermont,0.164
C13168,Lori Odom,lodom@yahoo.com,2024-03-19,Alaska,0.572
C13169,Jonathon Dunlap,,2024-02-01,Nevada,0.412
C13170,James Kerr,james62@icloud.com,2024-01-08,Minnesota,0.078
C13171,Matthew Reed,matthew18@hotmail.com,2024-07-18,New York,0.114
C13172,Tracy Tate,ttate@yahoo.com,2024-09-29,New Mexico,0.23
C13173,Christopher Cox,,2024-08-23,South Dakota,0.059
C13174,Randall Harris,randall_harris@yahoo.com,2024-04-01,Alaska,0.191
C13175,Clifford Romero,clifford_romero@hotmail.com,2024-01-09,Colorado,0.379
C13176,Kathy Delgado,kdelgado@hotmail.com,2024-03-04,South Dakota,0.09
C13177,Jennifer Cortez,jennifer_cortez@yahoo.com,2024-11-11,California,0.17
C13178,Sharon Hernandez,sharon_hernandez@gmail.com,2024-05-23,Maryland,0.364
C13179,Joseph Hall,,2024-01-31,Alaska,0.49
C13180,Aaron Palmer,aaron_palmer@icloud.com,2024-05-22,South Dakota,0.488
C13181,James Hickman,james41@icloud.com,2024-08-08,California,0.235
C13182,Nicole Wheeler,,2024-03-08,Nevada,0.316
C13183,Kristi Shaffer,kristi2@yahoo.com,2024-11-16,New Mexico,0.323
C13184,William Rowe,william.rowe@icloud.com,2024-07-06,Kansas,0.305
C13185,Laura Turner,laura.turner@yahoo.com,2024-08-13,Connecticut,0.201
C13186,Christopher Hill,christopher.hill@yahoo.com,2024-07-18,Wyoming,0.273
C13187,Kristen Vargas,,2024-02-10,Arkansas,0.35
C13188,Todd Jackson,,2024-11-29,Alabama,0.365
C13189,Andrew Young,ayoung@outlook.com,2024-05-26,California,0.242
C13190,Anthony Ray,anthony.ray@hotmail.com,2024-02-22,Ohio,0.246
C13191,Valerie Petersen,valerie75@outlook.com,2024-03-13,Texas,0.437
C13192,Michelle Freeman,mfreeman@hotmail.com,2024-11-08,Massachusetts,0.36
C13193,Ryan Mayer,ryan82@hotmail.com,2024-02-01,Alabama,0.529
C13194,Nicole Kerr,,2024-12-13,Oklahoma,0.268
C13195,Samuel Williams,samuel_williams@gmail.com,2024-10-16,New Jersey,0.101
C13196,Gabrielle Gray,gabrielle_gray@hotmail.com,2024-07-31,West Virginia,0.123
C13197,Bruce Roach,bruce.roach@yahoo.com,2024-07-19,Louisiana,0.139
C13198,Steve Castillo,steve48@outlook.com,2024-05-23,Oklahoma,0.113
C13199,Jason Lee,jason.lee@gmail.com,2024-12-24,West Virginia,0.533
C13200,Juan Sanchez,juan_sanchez@hotmail.com,2024-06-26,Hawaii,0.169
C13201,Eric Ware,,2024-05-02,Mississippi,0.158
C13202,Brandon Sanchez,brandon.sanchez@outlook.com,2024-10-22,Minnesota,0.132
C13203,Karen Moore,karen.moore@hotmail.com,2024-09-06,Iowa,0.154
C13204,Michael Perez,,2024-11-15,New York,0.117
C13205,Jacob Gutierrez,,2024-09-28,Connecticut,0.312
C13206,Jamie Gordon,jamie.gordon@icloud.com,2024-06-26,Arizona,0.616
C13207,Aaron Bennett,aaron.bennett@outlook.com,2024-10-15,Kansas,0.133
C13208,Nicole Aguirre,nicole_aguirre@gmail.com,2024-11-21,Mississippi,0.393
C13209,Andrew Mora,andrew_mora@icloud.com,2024-11-17,Oklahoma,0.095
C13210,David Harrington,,2024-02-14,New Hampshire,0.12
C13211,Anna Rios,arios@outlook.com,2024-11-11,Connecticut,0.235
C13212,Susan Howard,susan86@yahoo.com,2024-02-19,Nevada,0.325
C13213,Andrea Murphy,andrea44@hotmail.com,2024-03-31,California,0.477
C13214,April Taylor,,2024-02-14,Missouri,0.205
C13215,Keith Ramirez,kramirez@gmail.com,2024-09-01,West Virginia,0.061
C13216,Danielle King,danielle94@hotmail.com,2024-03-09,North Dakota,0.19
C13217,Heather Martinez,heather_martinez@hotmail.com,2024-02-19,Idaho,0.3
C13218,Brenda Simpson,,2024-01-14,Georgia,0.687
C13219,Elizabeth Charles,echarles@outlook.com,2024-02-23,Kentucky,0.031
C13220,Catherine Palmer,catherine20@outlook.com,2024-08-24,Missouri,0.16
C13221,Ashley Moore,ashley61@icloud.com,2024-10-27,South Carolina,0.144
C13222,Margaret Mcdonald,margaret_mcdonald@gmail.com,2024-06-22,Illinois,0.525
C13223,Danny West,danny.west@gmail.com,2024-01-30,Michigan,0.153
C13224,Kent Morton,kmorton@outlook.com,2024-03-01,West Virginia,0.161
C13225,Sean Long,sean.long@gmail.com,2024-07-24,Alaska,0.228
C13226,Chad Banks,,2024-10-17,South Dakota,0.278
C13227,Laura Carlson,laura.carlson@yahoo.com,2024-04-23,Delaware,0.29
C13228,Oscar Brown,oscar.brown@outlook.com,2024-01-24,Indiana,0.689
C13229,Troy Galvan,,2024-06-16,North Dakota,0.623
C13230,Jessica Benitez,jessica_benitez@icloud.com,2024-09-20,Montana,0.328
C13231,Jeffrey Robinson,jeffrey.robinson@yahoo.com,2024-10-22,Oklahoma,0.207
C13232,Susan Fitzpatrick,susan54@gmail.com,2024-07-22,South Dakota,0.237
C13233,Patrick Hill,,2024-10-24,New York,0.203
C13234,Molly Ramirez,molly30@gmail.com,2024-05-27,Maryland,0.09
C13235,Brandy York,brandy90@gmail.com,2024-01-12,Texas,0.018
C13236,Michelle Lester,michelle.lester@icloud.com,2024-11-14,Ohio,0.139
C13237,Melissa Palmer,,2024-07-17,Maryland,0.3
C13238,Ashlee Mahoney,,2024-03-21,Washington,0.313
C13239,Chad Curry,chad47@icloud.com,2024-11-07,New Jersey,0.51
C13240,Jennifer Rodriguez,,2024-12-03,South Carolina,0.579
C13241,Lisa Watson,lisa_watson@hotmail.com,2024-04-25,Pennsylvania,0.189
C13242,Michael Morris,michael.morris@yahoo.com,2024-07-21,Virginia,0.241
C13243,Brian Zamora,brian.zamora@outlook.com,2024-10-26,New Jersey,0.238
C13244,Lauren Green,lgreen@gmail.com,2024-03-05,Ohio,0.236
C13245,Marcus Pierce,marcus13@yahoo.com,2024-01-25,Georgia,0.405
C13246,Joanna Kelly,joanna2@icloud.com,2024-05-28,Delaware,0.044
C13247,Veronica Hines,vhines@yahoo.com,2024-02-06,Indiana,0.15
C13248,Tracy Ballard,tballard@yahoo.com,2024-11-30,Oklahoma,0.393
C13249,Shannon Harrell,shannon77@gmail.com,2024-03-19,Mississippi,0.51
C13250,Dr. Jennifer Miller MD,dr69@icloud.com,2024-05-28,New Hampshire,0.4
C13251,Mr. Jason Melendez,mmelendez@outlook.com,2024-09-07,Rhode Island,0.478
C13252,Amanda Stevens,amanda_stevens@outlook.com,2024-04-22,Illinois,0.415
C13253,Ethan Sims,ethan.sims@icloud.com,2024-03-04,Texas,0.315
C13254,Ellen Carter,,2024-03-31,California,0.403
C13255,Daniel Wright,daniel_wright@yahoo.com,2024-07-06,Kansas,0.247
C13256,Kelly Bailey,,2024-03-23,Oregon,0.45
C13257,Anna Macdonald,,2024-05-10,Pennsylvania,0.416
C13258,Daniel Friedman,daniel10@icloud.com,2024-05-19,Connecticut,0.078
C13259,Larry Wu,larry.wu@gmail.com,2024-02-15,Vermont,0.028
C13260,Pamela Martinez,pamela.martinez@outlook.com,2024-11-02,Nevada,0.414
C13261,Melissa Jimenez,,2024-04-18,Massachusetts,0.453
C13262,Anthony Mcgee,,2024-05-05,Vermont,0.274
C13263,Nicholas Walsh,nwalsh@hotmail.com,2024-05-17,Georgia,0.303
C13264,Sean Richardson,sean.richardson@hotmail.com,2024-06-14,Mississippi,0.498
C13265,Brittany Davis,brittany_davis@gmail.com,2024-01-11,Kansas,0.384
C13266,April Conner,april26@icloud.com,2024-02-06,Missouri,0.296
C13267,Jesse Crawford,jesse39@outlook.com,2024-12-22,California,0.343
C13268,Ashley Frazier,ashley55@hotmail.com,2024-11-05,Connecticut,0.486
C13269,Joseph Rios,,2024-07-13,North Carolina,0.386
C13270,Benjamin Skinner,benjamin22@yahoo.com,2024-04-16,Washington,0.421
C13271,Barbara Shelton,,2024-08-05,North Dakota,0.08
C13272,Lisa Washington,lwashington@hotmail.com,2024-03-02,Minnesota,0.3
C13273,Cindy Powers,cindy_powers@icloud.com,2024-03-01,Montana,0.392
C13274,Lisa Shepard,lisa26@hotmail.com,2024-01-24,Alaska,0.623
C13275,John Gallagher,john.gallagher@hotmail.com,2024-11-02,California,0.24
C13276,David Brown,david_brown@outlook.com,2024-08-08,Alaska,0.354
C13277,Melanie Carrillo,melanie44@gmail.com,2024-04-16,Arkansas,0.202
C13278,Kevin Gonzalez,kevin69@icloud.com,2024-03-15,Wyoming,0.061
C13279,Matthew Gray,matthew_gray@icloud.com,2024-05-19,North Carolina,0.174
C13280,Keith Baldwin,keith_baldwin@hotmail.com,2024-05-03,Oregon,0.217
C13281,Jessica Williams,jessica_williams@outlook.com,2024-09-10,Tennessee,0.263
C13282,Lance Barry,lance_barry@hotmail.com,2024-02-09,Rhode Island,0.46
C13283,Meredith Gonzalez,meredith.gonzalez@outlook.com,2024-08-05,Nevada,0.571
C13284,Roy Ward,roy.ward@icloud.com,2024-08-21,New York,0.405
C13285,Danielle Smith,danielle76@gmail.com,2024-08-09,Maryland,0.514
C13286,Arthur Mason,amason@yahoo.com,2024-04-28,Kansas,0.303
C13287,Kimberly Allen,kimberly.allen@hotmail.com,2024-11-14,Hawaii,0.21
C13288,Steven Johnson,,2024-05-08,North Dakota,0.202
C13289,Joseph Reed,joseph22@icloud.com,2024-05-27,South Carolina,0.333
C13290,Jeffrey Garcia,,2024-09-28,Massachusetts,0.318
C13291,Richard Farmer,richard.farmer@hotmail.com,2024-05-25,Maryland,0.256
C13292,Stephanie Sloan,stephanie51@yahoo.com,2024-05-08,North Carolina,0.082
C13293,Shannon Robbins,shannon_robbins@gmail.com,2024-06-18,Maryland,0.466
C13294,Luke Young,luke_young@yahoo.com,2024-11-01,New Mexico,0.412
C13295,Kenneth Marks,,2024-04-14,Massachusetts,0.137
C13296,Craig Thomas,craig38@gmail.com,2024-06-19,California,0.314
C13297,Jason Boone,,2024-05-19,Delaware,0.668
C13298,Andrea Velasquez,andrea77@gmail.com,2024-11-20,Idaho,0.151
C13299,Debra Fisher MD,debra_md@hotmail.com,2024-03-10,Maine,0.233
C13300,Julie Beck,jbeck@outlook.com,2024-05-18,North Dakota,0.211
C13301,Julie Allen,,2024-06-09,Georgia,0.197
C13302,David Lopez,,2024-12-08,New Jersey,0.417
C13303,Jennifer Knapp,,2024-09-18,Kansas,0.29
C13304,Charles Willis,charles.willis@gmail.com,2024-08-04,Iowa,0.087
C13305,Jill West,jill_west@outlook.com,2024-10-15,Iowa,0.432
C13306,Susan Young,,2024-11-22,Mississippi,0.388
C13307,Joy Nguyen,joy.nguyen@hotmail.com,2024-03-25,New Hampshire,0.334
C13308,Daniel Hernandez,,2024-10-04,Kentucky,0.169
C13309,Tyler Hickman,tyler_hickman@gmail.com,2024-07-25,New Mexico,0.135
C13310,Seth Jenkins,seth_jenkins@outlook.com,2024-07-02,New Mexico,0.104
C13311,Courtney Daniels,courtney_daniels@outlook.com,2024-10-28,Massachusetts,0.274
C13312,Phillip Clark,phillip_clark@yahoo.com,2024-06-09,Florida,0.281
C13313,Douglas Orozco,douglas23@hotmail.com,2024-02-18,Massachusetts,0.154
C13314,Mr. Cameron James,mr_james@hotmail.com,2024-05-22,South Carolina,0.347
C13315,Madison Pratt,mpratt@icloud.com,2024-07-05,Florida,0.145
C13316,Kristin Mason,kristin_mason@icloud.com,2024-10-05,Montana,0.024
C13317,Brandon Navarro,,2024-03-23,Idaho,0.706
C13318,Megan Lawson,megan97@gmail.com,2024-04-02,Oklahoma,0.18
C13319,Ian Wilson,ian85@gmail.com,2024-07-29,Hawaii,0.226
C13320,Anthony Wilcox,,2024-11-11,Louisiana,0.486
C13321,Mr. Thomas Richard,,2024-05-24,Kentucky,0.274
C13322,Justin Anthony,,2024-05-03,Alaska,0.268
C13323,Erik Owens,,2024-01-19,West Virginia,0.573
C13324,Edward May,emay@yahoo.com,2024-12-30,South Dakota,0.202
C13325,Tina Romero,tina_romero@yahoo.com,2024-01-22,Delaware,0.085
C13326,Emma Neal,emma.neal@outlook.com,2024-10-04,Kansas,0.108
C13327,Christopher Brown,cbrown@outlook.com,2024-04-03,Montana,0.458
C13328,Alexandra Hall,alexandra.hall@icloud.com,2024-02-10,Nevada,0.009
C13329,Sergio Myers,sergio.myers@yahoo.com,2024-01-30,Georgia,0.094
C13330,Terri Allen,terri84@hotmail.com,2024-07-10,North Carolina,0.133
C13331,Jose Reeves,jose_reeves@gmail.com,2024-01-30,Wyoming,0.165
C13332,Kevin Obrien,kevin.obrien@yahoo.com,2024-10-12,Colorado,0.52
C13333,Kayla Ramos,kayla.ramos@yahoo.com,2024-03-03,Vermont,0.318
C13334,Matthew Williams,matthew27@outlook.com,2024-07-15,Washington,0.339
C13335,Scott Welch,swelch@yahoo.com,2024-12-26,Texas,0.148
C13336,Amy Lamb,amy_lamb@yahoo.com,2024-09-25,Rhode Island,0.337
C13337,Michael Johnston,,2024-06-20,Iowa,0.471
C13338,Danielle Price,danielle68@icloud.com,2024-09-07,Connecticut,0.309
C13339,Aaron Payne,,2024-12-03,West Virginia,0.237
C13340,Linda Schaefer,lschaefer@icloud.com,2024-10-29,Texas,0.458
C13341,Henry Murphy,henry_murphy@gmail.com,2024-10-03,North Carolina,0.039
C13342,Mary Shah,mshah@yahoo.com,2024-11-15,North Carolina,0.063
C13343,Joshua King Jr.,joshua.jr@icloud.com,2024-06-20,Iowa,0.394
C13344,Allison Ellis,allison4@hotmail.com,2024-09-04,Connecticut,0.236
C13345,Tricia Miller,,2024-01-18,Texas,0.295
C13346,Brittany Chan,,2024-08-31,New Hampshire,0.123
C13347,Robert Cochran,,2024-06-08,North Carolina,0.433
C13348,Jim Norman,,2024-09-19,Indiana,0.292
C13349,Tammy Adams,,2024-05-26,Ohio,0.096
C13350,Krystal Bradley,krystal71@icloud.com,2024-01-09,Texas,0.153
C13351,Deborah Smith,dsmith@hotmail.com,2024-04-25,Florida,0.073
C13352,Nicholas Levy,,2024-09-01,New Hampshire,0.316
C13353,Kathy Smith,,2024-02-27,Iowa,0.55
C13354,Julian Mathis,jmathis@outlook.com,2024-09-09,South Dakota,0.16
C13355,Christina Eaton,ceaton@hotmail.com,2024-02-26,Iowa,0.493
C13356,Deanna Wilson,dwilson@gmail.com,2024-02-12,Wyoming,0.177
C13357,Christopher Goodman,,2024-07-27,South Dakota,0.166
C13358,Joseph Roberts,,2024-09-24,South Dakota,0.349
C13359,Dr. James Bates,dr.bates@outlook.com,2024-10-25,Wyoming,0.205
C13360,Jerry Berry MD,jmd@yahoo.com,2024-01-14,Connecticut,0.404
C13361,Julie Sullivan,jsullivan@outlook.com,2024-08-01,Massachusetts,0.173
C13362,David Johnston,,2024-03-31,Georgia,0.045
C13363,Alejandro Moses,alejandro_moses@yahoo.com,2024-12-16,Kentucky,0.405
C13364,Geoffrey Rodriguez,geoffrey_rodriguez@yahoo.com,2024-08-28,Washington,0.464
C13365,Troy Johnson,troy.johnson@yahoo.com,2024-09-12,Florida,0.277
C13366,Keith Miller,kmiller@icloud.com,2024-02-18,Alabama,0.289
C13367,James Goodman,james_goodman@yahoo.com,2024-07-17,Iowa,0.493
C13368,Mr. Robert Malone,mr82@yahoo.com,2024-07-09,South Dakota,0.488
C13369,Dana Beard,dana.beard@icloud.com,2024-06-01,New Jersey,0.313
C13370,Bobby Nelson,bobby54@icloud.com,2024-05-07,New York,0.189
C13371,Ryan Mills,rmills@hotmail.com,2024-01-07,Alaska,0.524
C13372,Kathy Malone,kathy.malone@hotmail.com,2024-04-29,Alaska,0.13
C13373,Michael Allen,michael_allen@hotmail.com,2024-03-07,Delaware,0.188
C13374,Megan Hart,,2024-12-03,Arizona,0.37
C13375,Jessica Vargas,,2024-12-30,Maine,0.131
C13376,Rhonda Williams,,2024-08-15,Florida,0.08
C13377,Elizabeth Boyd,elizabeth.boyd@gmail.com,2024-08-11,Delaware,0.222
C13378,Lisa Dunn,,2024-08-23,Tennessee,0.435
C13379,Anthony Young,anthony83@icloud.com,2024-12-02,Pennsylvania,0.052
C13380,Barbara Bell,,2024-02-23,Oklahoma,0.143
C13381,Matthew Sanchez,matthew.sanchez@yahoo.com,2024-05-24,Montana,0.36
C13382,Steven Clark,steven.clark@yahoo.com,2024-01-28,Pennsylvania,0.333
C13383,Angie Stokes,angie56@icloud.com,2024-06-15,Kentucky,0.479
C13384,Ethan Cline,ethan6@outlook.com,2024-07-21,Oregon,0.24
C13385,Norman Murillo,,2024-07-15,Minnesota,0.197
C13386,Christopher Ramos,cramos@icloud.com,2024-11-12,Kansas,0.13
C13387,Paul Bryant,paul_bryant@hotmail.com,2024-07-23,Nevada,0.374
C13388,Victor Pineda,vpineda@gmail.com,2024-09-14,West Virginia,0.209
C13389,Lisa Jones,lisa_jones@hotmail.com,2024-04-30,Arkansas,0.347
C13390,Monica Rangel,mrangel@hotmail.com,2024-11-27,North Dakota,0.126
C13391,Amy Griffin,agriffin@outlook.com,2024-05-29,Alabama,0.305
C13392,Dr. Sarah Chavez MD,dr.md@yahoo.com,2024-09-03,Ohio,0.069
C13393,Mitchell Coleman,mitchell.coleman@outlook.com,2024-07-27,Wisconsin,0.017
C13394,Thomas Carpenter,tcarpenter@hotmail.com,2024-12-05,Maine,0.279
C13395,Michael Chen,michael_chen@gmail.com,2024-04-22,South Dakota,0.061
C13396,Linda Martinez,linda61@yahoo.com,2024-10-05,Hawaii,0.154
C13397,Michelle Barnes,michelle_barnes@hotmail.com,2024-02-07,Virginia,0.376
C13398,Jon Young,jon.young@gmail.com,2024-12-29,New Hampshire,0.137
C13399,Carlos Walker,carlos.walker@outlook.com,2024-12-01,Hawaii,0.075
C13400,Katie Mccann,katie_mccann@outlook.com,2024-12-14,Idaho,0.644
C13401,Stephanie Davis,stephanie46@hotmail.com,2024-03-21,North Dakota,0.202
C13402,Jeffrey Boyle,jeffrey.boyle@outlook.com,2024-11-09,Arizona,0.246
C13403,Cheryl Hill,cheryl24@icloud.com,2024-04-08,Hawaii,0.482
C13404,Paul Mccoy,,2024-06-06,Arizona,0.673
C13405,Elizabeth Brown,elizabeth.brown@gmail.com,2024-04-11,Florida,0.497
C13406,Andrea Murphy,andrea72@outlook.com,2024-09-04,New Jersey,0.322
C13407,Sylvia Martinez,,2024-05-07,Colorado,0.258
C13408,Jessica Ryan,jessica.ryan@outlook.com,2024-10-06,Arizona,0.215
C13409,Elizabeth Porter,eporter@yahoo.com,2024-05-23,North Dakota,0.092
C13410,Sarah Coleman,sarah.coleman@yahoo.com,2024-03-26,Nevada,0.575
C13411,Dakota Hernandez,,2024-11-11,West Virginia,0.597
C13412,Erin Miller,emiller@gmail.com,2024-12-28,Rhode Island,0.374
C13413,Valerie Scott,valerie_scott@gmail.com,2024-09-03,Iowa,0.373
C13414,Michael Meyers,mmeyers@gmail.com,2024-03-06,Nevada,0.168
C13415,Brandon Maxwell,brandon59@outlook.com,2024-04-02,Oregon,0.71
C13416,Sarah Hunt,sarah39@gmail.com,2024-06-08,Oregon,0.166
C13417,Kenneth Arroyo,kenneth.arroyo@yahoo.com,2024-10-12,Mississippi,0.254
C13418,Holly Gray,holly85@icloud.com,2024-05-13,Delaware,0.133
C13419,Pamela White,pamela94@outlook.com,2024-12-19,Minnesota,0.232
C13420,Darryl Jackson,,2024-05-05,South Dakota,0.317
C13421,Susan Gordon,,2024-05-17,West Virginia,0.106
C13422,Shawn Williams,shawn_williams@gmail.com,2024-07-04,Nebraska,0.287
C13423,Christina Villanueva,cvillanueva@hotmail.com,2024-10-08,Arkansas,0.063
C13424,Tony Smith,,2024-02-21,Kentucky,0.345
C13425,Sherri Stewart,sherri_stewart@icloud.com,2024-01-15,Nebraska,0.203
C13426,Danielle Wall,danielle23@gmail.com,2024-05-04,Arkansas,0.184
C13427,Tonya Carney,tonya_carney@yahoo.com,2024-10-22,Iowa,0.496
C13428,Marissa Randolph,marissa.randolph@hotmail.com,2024-01-23,Utah,0.124
C13429,Destiny Rodriguez,destiny_rodriguez@yahoo.com,2024-05-23,Montana,0.116
C13430,Brian Williams,,2024-05-19,New Hampshire,0.315
C13431,Kelly Sherman,kelly.sherman@icloud.com,2024-09-18,Missouri,0.617
C13432,Pamela Schwartz,pamela3@hotmail.com,2024-01-01,Wyoming,0.296
C13433,Nicole Sherman,nicole2@gmail.com,2024-10-18,Pennsylvania,0.552
C13434,Elizabeth Wallace,elizabeth.wallace@yahoo.com,2024-06-19,Oklahoma,0.132
C13435,Megan Wood,megan.wood@outlook.com,2024-02-01,Utah,0.24
C13436,Daniel Alvarez,daniel_alvarez@outlook.com,2024-04-27,Vermont,0.325
C13437,Katherine Hodges,katherine_hodges@outlook.com,2024-04-18,California,0.146
C13438,Kelsey Silva,kelsey_silva@hotmail.com,2024-09-07,South Dakota,0.337
C13439,Krista Jones,krista21@yahoo.com,2024-11-04,Delaware,0.479
C13440,Lisa Rodriguez,lisa_rodriguez@icloud.com,2024-11-14,Virginia,0.062
C13441,Emily Wilson,emily_wilson@icloud.com,2024-07-18,Wyoming,0.095
C13442,Jenny Taylor,jenny.taylor@gmail.com,2024-10-09,South Dakota,0.393
C13443,Terry Olson,tolson@icloud.com,2024-08-31,Missouri,0.148
C13444,Alan Camacho,alan10@yahoo.com,2024-08-15,Indiana,0.146
C13445,Jared Lewis,,2024-04-02,Wisconsin,0.082
C13446,Randy Jackson,randy28@gmail.com,2024-01-28,Utah,0.212
C13447,Kara Patton,kara.patton@hotmail.com,2024-12-20,Washington,0.379
C13448,Tracey Mckee,tracey.mckee@hotmail.com,2024-08-26,Oregon,0.25
C13449,Monique Thomas,monique.thomas@hotmail.com,2024-12-21,Texas,0.075
C13450,Heather Butler,hbutler@icloud.com,2024-06-10,Maryland,0.145
C13451,Daisy Leach,daisy43@gmail.com,2024-07-30,Florida,0.087
C13452,Melissa Stevens,melissa_stevens@outlook.com,2024-07-03,Maryland,0.055
